TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
155,CUST1747,ACC11285,Savings,Withdrawal,Home Loan,Firm C,East,Manager 2,20-11-2023,58554.13642,162335.7773,0.622845309,661,100
53,CUST3131,ACC29356,Loan,Deposit,Credit Card,Firm A,South,Manager 1,18-08-2023,61218.30248,33466.40272,0.191351897,480,89
126,CUST1749,ACC26940,Credit,Withdrawal,Home Loan,Firm E,South,Manager 1,3/5/2023,47124.08108,71338.24478,0.887947467,798,124
131,CUST9843,ACC24070,Credit,Deposit,Credit Card,Firm C,East,Manager 4,11/6/2024,62022.50925,24810.78975,0.257597151,533,103
160,CUST1415,ACC51593,Savings,Transfer,Credit Card,Firm A,Central,Manager 3,26-09-2023,19837.31174,54151.46617,0.505828984,414,75
6,CUST6082,ACC42903,Savings,Withdrawal,Personal Loan,Firm B,South,Manager 3,13-03-2023,72291.88568,70454.37591,0.277644614,723,89
119,CUST4461,ACC15671,Credit,Payment,Savings Account,Firm D,Central,Manager 3,17-12-2023,42941.2495,55549.10968,0.339423673,559,235
51,CUST9216,ACC45951,Savings,Deposit,Savings Account,Firm D,South,Manager 2,21-11-2023,45094.6069,60020.29637,0.411727007,734,39
39,CUST5558,ACC52131,Current,Payment,Credit Card,Firm A,East,Manager 4,17-06-2023,98156.09257,76936.93579,0.892961222,436,63
26,CUST1121,ACC34119,Current,Deposit,Savings Account,Firm B,North,Manager 4,2/1/2023,39180.29884,52870.35248,0.343121821,371,97
137,CUST6292,ACC67713,Savings,Deposit,Mutual Fund,Firm D,East,Manager 2,26-04-2023,16867.63223,90758.67979,-0.014913688,562,227
143,CUST1840,ACC91220,Loan,Payment,Mutual Fund,Firm D,East,Manager 3,19-03-2024,63233.62896,78570.58109,0.736616755,462,183
174,CUST7651,ACC28295,Credit,Withdrawal,Mutual Fund,Firm D,Central,Manager 1,22-08-2023,39646.40026,1620.278152,0.539193445,617,141
109,CUST8318,ACC64022,Credit,Transfer,Personal Loan,Firm C,South,Manager 1,18-06-2023,78560.07607,39738.36334,0.296003726,588,165
62,CUST7730,ACC55331,Credit,Payment,Home Loan,Firm E,North,Manager 4,17-02-2023,116048.6266,94734.88512,0.533112564,676,110
194,CUST5320,ACC69323,Credit,Withdrawal,Credit Card,Firm E,West,Manager 2,24-10-2023,21729.42164,71305.75825,0.680500381,716,69
5,CUST3609,ACC95774,Loan,Payment,Savings Account,Firm B,West,Manager 2,11/5/2023,92621.19713,50879.05121,0.688018278,488,115
161,CUST6526,ACC99117,Savings,Transfer,Savings Account,Firm C,Central,Manager 2,12/1/2024,59411.73844,124788.5269,0.29617315,585,22
115,CUST6210,ACC53466,Savings,Payment,Mutual Fund,Firm B,Central,Manager 2,17-11-2023,35872.10329,32853.19459,0.830105332,641,227
56,CUST5545,ACC15671,Credit,Payment,Credit Card,Firm A,East,Manager 3,13-09-2023,110061.1202,22831.01708,1.049851097,827,87
123,CUST1555,ACC34431,Loan,Transfer,Credit Card,Firm D,East,Manager 2,19-07-2023,33099.87085,88226.97312,0.255820514,747,153
170,CUST8765,ACC88449,Credit,Deposit,Credit Card,Firm D,West,Manager 4,18-06-2023,65109.23132,31927.59103,0.391869967,456,175
120,CUST9525,ACC29646,Current,Transfer,Personal Loan,Firm A,West,Manager 4,24-05-2023,62994.78822,121839.1646,0.34789241,719,58
150,CUST7933,ACC78089,Savings,Payment,Mutual Fund,Firm B,South,Manager 2,1/6/2023,39567.88778,32626.65947,0.579067887,514,83
157,CUST4346,ACC48303,Savings,Payment,Mutual Fund,Firm E,North,Manager 3,9/4/2023,105645.9675,13571.39382,0.507578079,815,8
46,CUST7120,ACC42710,Current,Transfer,Mutual Fund,Firm B,North,Manager 4,22-03-2024,113961.3733,90617.07646,-0.037634281,338,203
79,CUST5574,ACC89098,Current,Withdrawal,Savings Account,Firm D,North,Manager 1,22-10-2023,-6892.749584,71282.75779,0.143038349,818,200
189,CUST9754,ACC86784,Loan,Deposit,Mutual Fund,Firm B,West,Manager 4,28-11-2023,45433.51064,103798.7524,0.2459643,528,239
175,CUST3725,ACC34119,Loan,Withdrawal,Savings Account,Firm D,South,Manager 2,23-04-2023,76045.70621,60390.12224,0.582511164,331,89
